index,competition_name,competition_link,competition_tabindex,discipline_link,Event number,Event,Category,Minimum,Start Time,Total Entries,Total Participants,results_link
806,ליגה נוער ובוגרים צפון - ביאליק,comp.asp?compID=1511,50,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10337,6,200m Freestyle,Men 15-99,00:00.00,08/03/2024 15:35:00,14,12,/LeagueTable/AthleticsDisciplineResults/48008?isModal=True
807,ליגה נוער ובוגרים צפון - ביאליק,comp.asp?compID=1511,50,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10337,7,100m Backstroke,Women 14-99,00:00.00,08/03/2024 15:44:00,6,2,/LeagueTable/AthleticsDisciplineResults/48011?isModal=True
808,ליגה נוער ובוגרים צפון - ביאליק,comp.asp?compID=1511,50,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10337,8,100m Backstroke,Men 15-99,00:00.00,08/03/2024 15:46:30,18,11,/LeagueTable/AthleticsDisciplineResults/48006?isModal=True
809,ליגה נוער ובוגרים צפון - ביאליק,comp.asp?compID=1511,50,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10337,9,200m Individual Medley,Women 14-99,00:00.00,08/03/2024 15:54:00,4,4,/LeagueTable/AthleticsDisciplineResults/48014?isModal=True
810,ליגה נוער ובוגרים צפון - ביאליק,comp.asp?compID=1511,50,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10337,10,200m Individual Medley,Men 15-99,00:00.00,08/03/2024 15:58:30,11,9,/LeagueTable/AthleticsDisciplineResults/48009?isModal=True
811,"ליגה עתודה ראשל""צ - הרצליה 1",comp.asp?compID=1507,51,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10317,1,100m Backstroke,Girls 10-18,00:00.00,15/03/2024 14:30:00,16,16,/LeagueTable/AthleticsDisciplineResults/47848?isModal=True
812,"ליגה עתודה ראשל""צ - הרצליה 1",comp.asp?compID=1507,51,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10317,2,100m Backstroke,Boys 10-18,00:00.00,15/03/2024 14:42:00,21,21,/LeagueTable/AthleticsDisciplineResults/47852?isModal=True
813,"ליגה עתודה ראשל""צ - הרצליה 1",comp.asp?compID=1507,51,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10317,3,50m Butterfly,Girls 10-18,00:00.00,15/03/2024 14:57:00,20,20,/LeagueTable/AthleticsDisciplineResults/47851?isModal=True
814,"ליגה עתודה ראשל""צ - הרצליה 1",comp.asp?compID=1507,51,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10317,4,50m Butterfly,Boys 10-18,00:00.00,15/03/2024 15:05:00,41,41,/LeagueTable/AthleticsDisciplineResults/47855?isModal=True
815,"ליגה עתודה ראשל""צ - הרצליה 1",comp.asp?compID=1507,51,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10317,5,100m Breaststroke,Girls 10-18,00:00.00,15/03/2024 15:23:00,21,21,/LeagueTable/AthleticsDisciplineResults/47849?isModal=True
816,"ליגה עתודה ראשל""צ - הרצליה 1",comp.asp?compID=1507,51,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10317,6,100m Breaststroke,Boys 10-18,00:00.00,15/03/2024 15:38:00,23,23,/LeagueTable/AthleticsDisciplineResults/47853?isModal=True
817,"ליגה עתודה ראשל""צ - הרצליה 1",comp.asp?compID=1507,51,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10317,7,50m Freestyle,Girls 10-18,00:00.00,15/03/2024 15:53:00,44,42,/LeagueTable/AthleticsDisciplineResults/47850?isModal=True
818,"ליגה עתודה ראשל""צ - הרצליה 1",comp.asp?compID=1507,51,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10317,8,50m Freestyle,Boys 10-18,00:00.00,15/03/2024 16:11:00,70,68,/LeagueTable/AthleticsDisciplineResults/47854?isModal=True
819,ליגה הפועל בית שמש,comp.asp?compID=1509,52,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10319,1,50m Freestyle,Women 9-99,00:00.00,20/03/2024 17:30:00,127,121,/LeagueTable/AthleticsDisciplineResults/47865?isModal=True
820,ליגה הפועל בית שמש,comp.asp?compID=1509,52,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10319,2,50m Freestyle,Men 9-99,00:00.00,20/03/2024 18:14:00,50,48,/LeagueTable/AthleticsDisciplineResults/47863?isModal=True
821,ליגה הפועל בית שמש,comp.asp?compID=1509,52,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10319,3,100m Breaststroke,Women 9-99,00:00.00,20/03/2024 18:32:00,11,11,/LeagueTable/AthleticsDisciplineResults/47864?isModal=True
822,ליגה הפועל בית שמש,comp.asp?compID=1509,52,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10319,4,100m Breaststroke,Men 9-99,00:00.00,20/03/2024 18:38:00,6,6,/LeagueTable/AthleticsDisciplineResults/47862?isModal=True
823,ליגה 2 הפועל ירושלים,comp.asp?compID=1512,53,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10338,1,50m Freestyle,Women 10-99,00:00.00,22/03/2024 13:15:00,57,26,/LeagueTable/AthleticsDisciplineResults/48021?isModal=True
824,ליגה 2 הפועל ירושלים,comp.asp?compID=1512,53,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10338,2,50m Freestyle,Men 10-99,00:00.00,22/03/2024 13:35:00,45,23,/LeagueTable/AthleticsDisciplineResults/48018?isModal=True
825,ליגה 2 הפועל ירושלים,comp.asp?compID=1512,53,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10338,3,200m Freestyle,Women 10-99,00:00.00,22/03/2024 13:51:00,15,11,/LeagueTable/AthleticsDisciplineResults/48019?isModal=True
826,ליגה 2 הפועל ירושלים,comp.asp?compID=1512,53,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10338,4,200m Freestyle,Men 10-99,00:00.00,22/03/2024 14:04:30,27,24,/LeagueTable/AthleticsDisciplineResults/48016?isModal=True
827,ליגה 2 הפועל ירושלים,comp.asp?compID=1512,53,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10338,5,200m Individual Medley,Women 10-99,00:00.00,22/03/2024 14:27:00,8,7,/LeagueTable/AthleticsDisciplineResults/48020?isModal=True
828,ליגה 2 הפועל ירושלים,comp.asp?compID=1512,53,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10338,6,200m Individual Medley,Men 10-99,00:00.00,22/03/2024 14:37:00,13,11,/LeagueTable/AthleticsDisciplineResults/48017?isModal=True
829,ליגה בוגרים ומסטרס צפונית 3,comp.asp?compID=1502,54,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10053,1,50m Freestyle,Girls 8-99,00:00.00,22/03/2024 10:30:00,15,15,/LeagueTable/AthleticsDisciplineResults/44690?isModal=True
830,ליגה בוגרים ומסטרס צפונית 3,comp.asp?compID=1502,54,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10053,2,50m Freestyle,Boys 8-99,00:00.00,22/03/2024 10:34:00,44,44,/LeagueTable/AthleticsDisciplineResults/44685?isModal=True
831,ליגה בוגרים ומסטרס צפונית 3,comp.asp?compID=1502,54,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10053,3,100m Breaststroke,Girls 8-99,00:00.00,22/03/2024 10:46:00,8,8,/LeagueTable/AthleticsDisciplineResults/44686?isModal=True
832,ליגה בוגרים ומסטרס צפונית 3,comp.asp?compID=1502,54,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10053,4,100m Breaststroke,Boys 8-99,00:00.00,22/03/2024 10:49:00,21,21,/LeagueTable/AthleticsDisciplineResults/44681?isModal=True
833,ליגה בוגרים ומסטרס צפונית 3,comp.asp?compID=1502,54,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10053,5,200m Individual Medley,Girls 8-99,00:00.00,22/03/2024 10:58:00,1,1,/LeagueTable/AthleticsDisciplineResults/44689?isModal=True
834,ליגה בוגרים ומסטרס צפונית 3,comp.asp?compID=1502,54,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10053,6,200m Individual Medley,Boys 8-99,00:00.00,22/03/2024 11:02:00,15,15,/LeagueTable/AthleticsDisciplineResults/44683?isModal=True
835,ליגה בוגרים ומסטרס צפונית 3,comp.asp?compID=1502,54,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10053,7,50m Butterfly,Girls 8-99,00:00.00,22/03/2024 11:10:00,1,1,/LeagueTable/AthleticsDisciplineResults/48023?isModal=True
836,ליגה בוגרים ומסטרס צפונית 3,comp.asp?compID=1502,54,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10053,8,50m Butterfly,Boys 8-99,00:00.00,22/03/2024 11:12:00,12,12,/LeagueTable/AthleticsDisciplineResults/48025?isModal=True
837,ליגה בוגרים ומסטרס צפונית 3,comp.asp?compID=1502,54,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10053,9,200m Freestyle,Girls 8-99,00:00.00,22/03/2024 11:16:00,2,2,/LeagueTable/AthleticsDisciplineResults/48022?isModal=True
838,ליגה בוגרים ומסטרס צפונית 3,comp.asp?compID=1502,54,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10053,10,200m Freestyle,Boys 8-99,00:00.00,22/03/2024 11:20:30,18,18,/LeagueTable/AthleticsDisciplineResults/48024?isModal=True
839,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,1,100m Individual Medley,Girls 10,00:00.00,27/03/2024 09:30:00,10,9,/LeagueTable/AthleticsDisciplineResults/48272?isModal=True
840,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,2,100m Individual Medley,Boys 10,00:00.00,27/03/2024 09:35:00,14,12,/LeagueTable/AthleticsDisciplineResults/48284?isModal=True
841,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,3,100m Individual Medley,Girls 11,00:00.00,27/03/2024 09:40:00,20,19,/LeagueTable/AthleticsDisciplineResults/48278?isModal=True
842,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,4,100m Individual Medley,Boys 11,00:00.00,27/03/2024 09:47:30,22,21,/LeagueTable/AthleticsDisciplineResults/48290?isModal=True
843,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,5,200m Freestyle,Girls 10,00:00.00,27/03/2024 09:55:00,10,9,/LeagueTable/AthleticsDisciplineResults/48273?isModal=True
844,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,6,200m Freestyle,Boys 10,00:00.00,27/03/2024 10:04:00,18,18,/LeagueTable/AthleticsDisciplineResults/48285?isModal=True
845,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,7,200m Freestyle,Girls 11,00:00.00,27/03/2024 10:17:30,18,16,/LeagueTable/AthleticsDisciplineResults/48279?isModal=True
846,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,8,200m Freestyle,Boys 11,00:00.00,27/03/2024 10:31:00,19,17,/LeagueTable/AthleticsDisciplineResults/48291?isModal=True
847,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,9,50m Butterfly,Girls 10,00:00.00,27/03/2024 10:44:30,9,9,/LeagueTable/AthleticsDisciplineResults/48294?isModal=True
848,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,10,50m Butterfly,Boys 10,00:00.00,27/03/2024 10:47:30,16,16,/LeagueTable/AthleticsDisciplineResults/48296?isModal=True
849,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,11,100m Butterfly,Girls 11,00:00.00,27/03/2024 10:50:30,6,6,/LeagueTable/AthleticsDisciplineResults/48297?isModal=True
850,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,12,100m Butterfly,Boys 11,00:00.00,27/03/2024 10:53:30,6,5,/LeagueTable/AthleticsDisciplineResults/48299?isModal=True
851,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,13,100m Backstroke,Girls 10,00:00.00,27/03/2024 10:56:00,25,20,/LeagueTable/AthleticsDisciplineResults/48269?isModal=True
852,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,14,100m Backstroke,Boys 10,00:00.00,27/03/2024 11:08:00,30,27,/LeagueTable/AthleticsDisciplineResults/48281?isModal=True
853,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,15,100m Backstroke,Girls 11,00:00.00,27/03/2024 11:20:00,26,24,/LeagueTable/AthleticsDisciplineResults/48275?isModal=True
854,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,16,100m Backstroke,Boys 11,00:00.00,27/03/2024 11:30:00,30,26,/LeagueTable/AthleticsDisciplineResults/48287?isModal=True
855,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,17,4X50m Freestyle Relay,Girls 10-11,00:00.00,27/03/2024 11:40:00,42,32,/LeagueTable/AthleticsDisciplineResults/48301?isModal=True
856,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,18,4X50m Freestyle Relay,Boys 10-11,00:00.00,27/03/2024 11:45:00,65,52,/LeagueTable/AthleticsDisciplineResults/48303?isModal=True
857,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,19,200m Individual Medley,Girls 10,00:00.00,,2,0,/LeagueTable/AthleticsDisciplineResults/48274?isModal=True
858,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,20,200m Individual Medley,Boys 10,00:00.00,,5,0,/LeagueTable/AthleticsDisciplineResults/48286?isModal=True
859,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,21,200m Individual Medley,Girls 11,00:00.00,27/03/2024 14:00:00,6,6,/LeagueTable/AthleticsDisciplineResults/48280?isModal=True
860,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,22,200m Individual Medley,Boys 11,00:00.00,27/03/2024 14:04:30,8,8,/LeagueTable/AthleticsDisciplineResults/48292?isModal=True
861,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,23,100m Freestyle,Girls 10,00:00.00,27/03/2024 14:09:00,25,23,/LeagueTable/AthleticsDisciplineResults/48270?isModal=True
862,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,24,100m Freestyle,Boys 10,00:00.00,27/03/2024 14:19:00,47,39,/LeagueTable/AthleticsDisciplineResults/48282?isModal=True
863,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,25,100m Freestyle,Girls 11,00:00.00,27/03/2024 14:29:30,39,36,/LeagueTable/AthleticsDisciplineResults/48276?isModal=True
864,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,26,100m Freestyle,Boys 11,00:00.00,27/03/2024 14:42:00,50,43,/LeagueTable/AthleticsDisciplineResults/48288?isModal=True
865,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,27,100m Breaststroke,Girls 10,00:00.00,27/03/2024 14:59:30,10,8,/LeagueTable/AthleticsDisciplineResults/48271?isModal=True
866,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,28,100m Breaststroke,Boys 10,00:00.00,27/03/2024 15:05:30,23,21,/LeagueTable/AthleticsDisciplineResults/48283?isModal=True
867,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,29,100m Breaststroke,Girls 11,00:00.00,27/03/2024 15:14:30,22,21,/LeagueTable/AthleticsDisciplineResults/48277?isModal=True
868,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,30,100m Breaststroke,Boys 11,00:00.00,27/03/2024 15:22:00,17,17,/LeagueTable/AthleticsDisciplineResults/48289?isModal=True
869,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,31,50m Backstroke,Girls 10,00:00.00,27/03/2024 15:29:30,19,16,/LeagueTable/AthleticsDisciplineResults/48293?isModal=True
870,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,32,50m Backstroke,Boys 10,00:00.00,27/03/2024 15:34:00,28,19,/LeagueTable/AthleticsDisciplineResults/48295?isModal=True
871,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,33,200m Backstroke,Girls 11,00:00.00,27/03/2024 15:40:00,4,4,/LeagueTable/AthleticsDisciplineResults/48298?isModal=True
872,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,34,200m Backstroke,Boys 11,00:00.00,27/03/2024 15:44:30,8,8,/LeagueTable/AthleticsDisciplineResults/48300?isModal=True
873,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,35,4X50m Medley Relay,Girls 10-11,00:00.00,27/03/2024 15:48:30,37,24,/LeagueTable/AthleticsDisciplineResults/48302?isModal=True
874,אליפות גיל 11-10: אזור צפון,comp.asp?compID=473,55,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10359,36,4X50m Medley Relay,Boys 10-11,00:00.00,27/03/2024 15:53:30,52,40,/LeagueTable/AthleticsDisciplineResults/48304?isModal=True
875,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,1,100m Individual Medley,Girls 10,00:00.00,29/03/2024 09:30:00,12,12,/LeagueTable/AthleticsDisciplineResults/48236?isModal=True
876,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,2,100m Individual Medley,Boys 10,00:00.00,29/03/2024 09:35:00,23,22,/LeagueTable/AthleticsDisciplineResults/48248?isModal=True
877,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,3,100m Individual Medley,Girls 11,00:00.00,29/03/2024 09:42:30,35,34,/LeagueTable/AthleticsDisciplineResults/48242?isModal=True
878,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,4,100m Individual Medley,Boys 11,00:00.00,29/03/2024 09:55:00,32,32,/LeagueTable/AthleticsDisciplineResults/48254?isModal=True
879,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,5,200m Freestyle,Girls 10,00:00.00,29/03/2024 10:05:00,18,17,/LeagueTable/AthleticsDisciplineResults/48237?isModal=True
880,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,6,200m Freestyle,Boys 10,00:00.00,29/03/2024 10:18:30,22,21,/LeagueTable/AthleticsDisciplineResults/48249?isModal=True
881,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,7,200m Freestyle,Girls 11,00:00.00,29/03/2024 10:32:00,25,24,/LeagueTable/AthleticsDisciplineResults/48243?isModal=True
882,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,8,200m Freestyle,Boys 11,00:00.00,29/03/2024 10:50:00,27,27,/LeagueTable/AthleticsDisciplineResults/48255?isModal=True
883,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,9,50m Butterfly,Girls 10,00:00.00,29/03/2024 11:08:00,14,14,/LeagueTable/AthleticsDisciplineResults/48258?isModal=True
884,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,10,50m Butterfly,Boys 10,00:00.00,29/03/2024 11:11:00,18,17,/LeagueTable/AthleticsDisciplineResults/48260?isModal=True
885,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,11,100m Butterfly,Girls 11,00:00.00,29/03/2024 11:15:30,13,13,/LeagueTable/AthleticsDisciplineResults/48261?isModal=True
886,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,12,100m Butterfly,Boys 11,00:00.00,29/03/2024 11:20:30,22,22,/LeagueTable/AthleticsDisciplineResults/48263?isModal=True
887,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,13,100m Backstroke,Girls 10,00:00.00,29/03/2024 11:28:00,33,32,/LeagueTable/AthleticsDisciplineResults/48233?isModal=True
888,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,14,100m Backstroke,Boys 10,00:00.00,29/03/2024 11:40:00,26,25,/LeagueTable/AthleticsDisciplineResults/48245?isModal=True
889,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,15,100m Backstroke,Girls 11,00:00.00,29/03/2024 11:52:30,34,33,/LeagueTable/AthleticsDisciplineResults/48239?isModal=True
890,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,16,100m Backstroke,Boys 11,00:00.00,29/03/2024 12:05:00,32,32,/LeagueTable/AthleticsDisciplineResults/48251?isModal=True
891,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,17,4X50m Freestyle Relay,Girls 10-11,00:00.00,29/03/2024 12:14:30,94,76,/LeagueTable/AthleticsDisciplineResults/48265?isModal=True
892,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,18,4X50m Freestyle Relay,Boys 10-11,00:00.00,29/03/2024 12:29:30,90,72,/LeagueTable/AthleticsDisciplineResults/48267?isModal=True
893,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,19,200m Individual Medley,Girls 10,00:00.00,29/03/2024 12:44:00,4,4,/LeagueTable/AthleticsDisciplineResults/48238?isModal=True
894,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,20,200m Individual Medley,Boys 10,00:00.00,29/03/2024 15:04:00,11,10,/LeagueTable/AthleticsDisciplineResults/48250?isModal=True
895,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,21,200m Individual Medley,Girls 11,00:00.00,29/03/2024 15:13:00,10,10,/LeagueTable/AthleticsDisciplineResults/48244?isModal=True
896,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,22,200m Individual Medley,Boys 11,00:00.00,29/03/2024 15:22:00,21,21,/LeagueTable/AthleticsDisciplineResults/48256?isModal=True
897,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,23,100m Freestyle,Girls 10,00:00.00,29/03/2024 15:35:30,53,50,/LeagueTable/AthleticsDisciplineResults/48234?isModal=True
898,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,24,100m Freestyle,Boys 10,00:00.00,29/03/2024 15:53:00,55,52,/LeagueTable/AthleticsDisciplineResults/48246?isModal=True
899,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,25,100m Freestyle,Girls 11,00:00.00,29/03/2024 16:10:30,44,41,/LeagueTable/AthleticsDisciplineResults/48240?isModal=True
900,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,26,100m Freestyle,Boys 11,00:00.00,29/03/2024 16:25:30,59,58,/LeagueTable/AthleticsDisciplineResults/48252?isModal=True
901,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,27,100m Breaststroke,Girls 10,00:00.00,29/03/2024 16:45:30,30,28,/LeagueTable/AthleticsDisciplineResults/48235?isModal=True
902,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,28,100m Breaststroke,Boys 10,00:00.00,29/03/2024 16:55:30,34,31,/LeagueTable/AthleticsDisciplineResults/48247?isModal=True
903,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,29,100m Breaststroke,Girls 11,00:00.00,29/03/2024 17:08:00,39,38,/LeagueTable/AthleticsDisciplineResults/48241?isModal=True
904,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,30,100m Breaststroke,Boys 11,00:00.00,29/03/2024 17:20:30,38,37,/LeagueTable/AthleticsDisciplineResults/48253?isModal=True
905,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,31,50m Backstroke,Girls 10,00:00.00,29/03/2024 17:33:00,24,23,/LeagueTable/AthleticsDisciplineResults/48257?isModal=True
906,אליפות גיל 11-10: אזור מרכז,comp.asp?compID=1510,56,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10358,32,50m Backstroke,Boys 10,00:00.00,29/03/2024 17:39:00,27,25,/LeagueTable/AthleticsDisciplineResults/48259?isModal=True
