Gender,Age,Event,Points,Time
Female,15,50m Backstroke,14,00:30.98
Female,15,100m Backstroke,14,01:06.50
Female,15,200m Backstroke,14,02:22.71
Female,15,200m Individual Medley,14,02:24.61
Female,15,400m Individual Medley,14,05:08.29
Female,15,50m Freestyle,13,00:27.68
Female,15,100m Freestyle,13,00:59.92
Female,15,200m Freestyle,13,02:09.94
Female,15,400m Freestyle,13,04:34.31
Female,15,800m Freestyle,13,09:24.98
Female,15,1500m Freestyle,13,18:02.50
Female,15,50m Butterfly,13,00:29.30
Female,15,100m Butterfly,13,01:05.13
Female,15,200m Butterfly,13,02:24.32
Female,15,50m Backstroke,13,00:31.42
Female,15,100m Backstroke,13,01:07.45
Female,15,200m Backstroke,13,02:24.73
Female,15,200m Individual Medley,13,02:26.65
Female,15,400m Individual Medley,13,05:12.65
Female,15,50m Freestyle,12,00:28.07
Female,15,100m Freestyle,12,01:00.76
Female,15,200m Freestyle,12,02:11.75
Female,15,400m Freestyle,12,04:38.14
Female,15,800m Freestyle,12,09:32.86
Female,15,1500m Freestyle,12,18:17.61
Female,15,50m Butterfly,12,00:29.71
Female,15,100m Butterfly,12,01:06.04
Female,15,200m Butterfly,12,02:26.33
Female,15,50m Backstroke,12,00:31.86
Female,15,100m Backstroke,12,01:08.39
Female,15,200m Backstroke,12,02:26.75
Female,15,200m Individual Medley,12,02:28.70
Female,15,400m Individual Medley,12,05:17.02
Female,15,50m Freestyle,11,00:28.45
Female,15,100m Freestyle,11,01:01.59
Female,15,200m Freestyle,11,02:13.56
Female,15,400m Freestyle,11,04:41.96
Female,15,800m Freestyle,11,09:40.74
Female,15,1500m Freestyle,11,18:32.71
Female,15,50m Butterfly,11,00:30.12
Female,15,100m Butterfly,11,01:06.95
Female,15,200m Butterfly,11,02:28.35
Female,15,50m Backstroke,11,00:32.30
Female,15,100m Backstroke,11,01:09.33
Female,15,200m Backstroke,11,02:28.77
Female,15,200m Individual Medley,11,02:30.74
Female,15,400m Individual Medley,11,05:21.38
Female,15,50m Freestyle,10,00:28.84
Female,15,100m Freestyle,10,01:02.43
Female,15,200m Freestyle,10,02:15.37
Female,15,400m Freestyle,10,04:45.79
Female,15,800m Freestyle,10,09:48.63
Female,15,1500m Freestyle,10,18:47.82
Female,15,50m Butterfly,10,00:30.53
Female,15,100m Butterfly,10,01:07.86
Female,15,200m Butterfly,10,02:30.36
Female,15,50m Backstroke,10,00:32.74
Female,15,100m Backstroke,10,01:10.27
Female,15,200m Backstroke,10,02:30.79
Female,15,200m Individual Medley,10,02:32.79
Female,15,400m Individual Medley,10,05:25.74
Female,15,50m Freestyle,9,00:29.23
Female,15,100m Freestyle,9,01:03.26
Female,15,200m Freestyle,9,02:17.19
Female,15,400m Freestyle,9,04:49.62
Female,15,800m Freestyle,9,09:56.51
Female,15,1500m Freestyle,9,19:02.92
Female,15,50m Butterfly,9,00:30.94
Female,15,100m Butterfly,9,01:08.77
Female,15,200m Butterfly,9,02:32.37
Female,15,50m Backstroke,9,00:33.18
Female,15,100m Backstroke,9,01:11.21
Female,15,200m Backstroke,9,02:32.81
Female,15,200m Individual Medley,9,02:34.84
Female,15,400m Individual Medley,9,05:30.10
Female,15,50m Freestyle,8,00:29.61
Female,15,100m Freestyle,8,01:04.10
Female,15,200m Freestyle,8,02:19.00
Female,15,400m Freestyle,8,04:53.45
Female,15,800m Freestyle,8,10:04.39
Female,15,1500m Freestyle,8,19:18.03
Female,15,50m Butterfly,8,00:31.35
Female,15,100m Butterfly,8,01:09.68
Female,15,200m Butterfly,8,02:34.39
Female,15,50m Backstroke,8,00:33.61
Female,15,100m Backstroke,8,01:12.15
Female,15,200m Backstroke,8,02:34.82
Female,15,200m Individual Medley,8,02:36.88
Female,15,400m Individual Medley,8,05:34.47
Female,15,50m Freestyle,7,00:30.00
Female,15,100m Freestyle,7,01:04.94
Female,15,200m Freestyle,7,02:20.81
Female,15,400m Freestyle,7,04:57.27
Female,15,800m Freestyle,7,10:12.28
Female,15,1500m Freestyle,7,19:33.13
Female,15,50m Butterfly,7,00:31.76
Female,15,100m Butterfly,7,01:10.59
Female,15,200m Butterfly,7,02:36.40
Female,15,50m Backstroke,7,00:34.05
Female,15,100m Backstroke,7,01:13.09
Female,15,200m Backstroke,7,02:36.84
Female,15,200m Individual Medley,7,02:38.93
Female,15,400m Individual Medley,7,05:38.83
Female,15,50m Freestyle,6,00:30.38
Female,15,100m Freestyle,6,01:05.77
Female,15,200m Freestyle,6,02:22.63
Female,15,400m Freestyle,6,05:01.10
Female,15,800m Freestyle,6,10:20.16
Female,15,1500m Freestyle,6,19:48.24
Female,15,50m Butterfly,6,00:32.17
Female,15,100m Butterfly,6,01:11.50
Female,15,200m Butterfly,6,02:38.41
Female,15,50m Backstroke,6,00:34.49
Female,15,100m Backstroke,6,01:14.03
Female,15,200m Backstroke,6,02:38.86
Female,15,200m Individual Medley,6,02:40.98
Female,15,400m Individual Medley,6,05:43.19
Female,15,50m Freestyle,5,00:30.77
Female,15,100m Freestyle,5,01:06.61
Female,15,200m Freestyle,5,02:24.44
Female,15,400m Freestyle,5,05:04.93
Female,15,800m Freestyle,5,10:28.04
Female,15,1500m Freestyle,5,20:03.34
Female,15,50m Butterfly,5,00:32.58
Female,15,100m Butterfly,5,01:12.41
Female,15,200m Butterfly,5,02:40.43
Female,15,50m Backstroke,5,00:34.93
Female,15,100m Backstroke,5,01:14.97
Female,15,200m Backstroke,5,02:40.88
Female,15,200m Individual Medley,5,02:43.02
Female,15,400m Individual Medley,5,05:47.55
Female,15,50m Freestyle,4,00:31.16
Female,15,100m Freestyle,4,01:07.45
Female,15,200m Freestyle,4,02:26.25
Female,15,400m Freestyle,4,05:08.76
Female,15,800m Freestyle,4,10:35.93
Female,15,1500m Freestyle,4,20:18.45
Female,15,50m Butterfly,4,00:32.98
Female,15,100m Butterfly,4,01:13.31
Female,15,200m Butterfly,4,02:42.44
Female,15,50m Backstroke,4,00:35.37
Female,15,100m Backstroke,4,01:15.92
Female,15,200m Backstroke,4,02:42.90
Female,15,200m Individual Medley,4,02:45.07
Female,15,400m Individual Medley,4,05:51.92
Female,15,50m Freestyle,3,00:31.54
Female,15,100m Freestyle,3,01:08.28
Female,15,200m Freestyle,3,02:28.07
Female,15,400m Freestyle,3,05:12.58
Female,15,800m Freestyle,3,10:43.81
Female,15,1500m Freestyle,3,20:33.55
Female,15,50m Butterfly,3,00:33.39
Female,15,100m Butterfly,3,01:14.22
Female,15,200m Butterfly,3,02:44.46
Female,15,50m Backstroke,3,00:35.81
Female,15,100m Backstroke,3,01:16.86
Female,15,200m Backstroke,3,02:44.92
Female,15,200m Individual Medley,3,02:47.11
Female,15,400m Individual Medley,3,05:56.28
Female,15,50m Freestyle,2,00:31.93
Female,15,100m Freestyle,2,01:09.12
Female,15,200m Freestyle,2,02:29.88
Female,15,400m Freestyle,2,05:16.41
Female,15,800m Freestyle,2,10:51.69
Female,15,1500m Freestyle,2,20:48.66
Female,15,50m Butterfly,2,00:33.80
Female,15,100m Butterfly,2,01:15.13
Female,15,200m Butterfly,2,02:46.47
Female,15,50m Backstroke,2,00:36.25
Female,15,100m Backstroke,2,01:17.80
Female,15,200m Backstroke,2,02:46.94
Female,15,200m Individual Medley,2,02:49.16
Female,15,400m Individual Medley,2,06:00.64
Female,15,50m Freestyle,1,00:32.32
Female,15,100m Freestyle,1,01:09.95
Female,15,200m Freestyle,1,02:31.69
Female,15,400m Freestyle,1,05:20.24
Female,15,800m Freestyle,1,10:59.58
Female,15,1500m Freestyle,1,21:03.76
Female,15,50m Butterfly,1,00:34.21
Female,15,100m Butterfly,1,01:16.04
Female,15,200m Butterfly,1,02:48.48
Female,15,50m Backstroke,1,00:36.68
Female,15,100m Backstroke,1,01:18.74
Female,15,200m Backstroke,1,02:48.96
Female,15,200m Individual Medley,1,02:51.21
Female,15,400m Individual Medley,1,06:05.00
Female,16,50m Freestyle,20,00:24.83
Female,16,100m Freestyle,20,00:53.94
Female,16,200m Freestyle,20,01:56.20
Female,16,400m Freestyle,20,04:05.16
Female,16,800m Freestyle,20,08:23.85
Female,16,1500m Freestyle,20,16:07.25
Female,16,50m Butterfly,20,00:26.16
Female,16,100m Butterfly,20,00:58.20
Female,16,200m Butterfly,20,02:08.90
Female,16,50m Backstroke,20,00:28.19
Female,16,100m Backstroke,20,01:00.50
Female,16,200m Backstroke,20,02:09.66
Female,16,200m Individual Medley,20,02:11.31
Female,16,400m Individual Medley,20,04:38.41
Female,16,50m Freestyle,19,00:25.22
Female,16,100m Freestyle,19,00:54.78
Female,16,200m Freestyle,19,01:57.99
Female,16,400m Freestyle,19,04:08.95
Female,16,800m Freestyle,19,08:31.64
Female,16,1500m Freestyle,19,16:22.21
Female,16,50m Butterfly,19,00:26.57
Female,16,100m Butterfly,19,00:59.10
Female,16,200m Butterfly,19,02:10.90
Female,16,50m Backstroke,19,00:28.62
Female,16,100m Backstroke,19,01:01.43
Female,16,200m Backstroke,19,02:11.66
Female,16,200m Individual Medley,19,02:13.34
Female,16,400m Individual Medley,19,04:42.71
Female,16,50m Freestyle,18,00:25.60
Female,16,100m Freestyle,18,00:55.61
Female,16,200m Freestyle,18,01:59.79
Female,16,400m Freestyle,18,04:12.74
Female,16,800m Freestyle,18,08:39.43
Female,16,1500m Freestyle,18,16:37.17
Female,16,50m Breaststroke,18,00:32.02
Female,16,100m Breaststroke,18,01:09.66
Female,16,200m Breaststroke,18,02:29.69
Female,16,50m Butterfly,18,00:26.97
Female,16,100m Butterfly,18,01:00.00
Female,16,200m Butterfly,18,02:12.89
Female,16,50m Backstroke,18,00:29.06
Female,16,100m Backstroke,18,01:02.37
Female,16,200m Backstroke,18,02:13.67
Female,16,200m Individual Medley,18,02:15.37
Female,16,400m Individual Medley,18,04:47.02
Female,16,50m Freestyle,17,00:25.98
Female,16,100m Freestyle,17,00:56.44
Female,16,200m Freestyle,17,02:01.59
Female,16,400m Freestyle,17,04:16.53
Female,16,800m Freestyle,17,08:47.22
Female,16,1500m Freestyle,17,16:52.13
Female,16,50m Butterfly,17,00:27.37
Female,16,100m Butterfly,17,01:00.90
Female,16,200m Butterfly,17,02:14.88
Female,16,50m Backstroke,17,00:29.50
Female,16,100m Backstroke,17,01:03.31
Female,16,200m Backstroke,17,02:15.68
Female,16,200m Individual Medley,17,02:17.40
Female,16,400m Individual Medley,17,04:51.33
Female,16,50m Freestyle,16,00:26.37
Female,16,100m Freestyle,16,00:57.28
Female,16,200m Freestyle,16,02:03.38
Female,16,400m Freestyle,16,04:20.32
Female,16,800m Freestyle,16,08:55.01
Female,16,1500m Freestyle,16,17:07.09
Female,16,50m Butterfly,16,00:27.78
Female,16,100m Butterfly,16,01:01.80
Female,16,200m Butterfly,16,02:16.88
Female,16,50m Backstroke,16,00:29.93
Female,16,100m Backstroke,16,01:04.24
Female,16,200m Backstroke,16,02:17.68
Female,16,200m Individual Medley,16,02:19.43
Female,16,400m Individual Medley,16,04:55.63
Female,16,50m Freestyle,15,00:26.75
Female,16,100m Freestyle,15,00:58.11
Female,16,200m Freestyle,15,02:05.18
Female,16,400m Freestyle,15,04:24.11
Female,16,800m Freestyle,15,09:02.80
Female,16,1500m Freestyle,15,17:22.04
Female,16,50m Butterfly,15,00:28.18
Female,16,100m Butterfly,15,01:02.70
Female,16,200m Butterfly,15,02:18.87
Female,16,50m Backstroke,15,00:30.37
Female,16,100m Backstroke,15,01:05.18
Female,16,200m Backstroke,15,02:19.69
Female,16,200m Individual Medley,15,02:21.46
Female,16,400m Individual Medley,15,04:59.94
Female,16,50m Freestyle,14,00:27.14
Female,16,100m Freestyle,14,00:58.95
Female,16,200m Freestyle,14,02:06.98
Female,16,400m Freestyle,14,04:27.90
Female,16,800m Freestyle,14,09:10.60
Female,16,1500m Freestyle,14,17:37.00
Female,16,50m Butterfly,14,00:28.59
Female,16,100m Butterfly,14,01:03.60
Female,16,200m Butterfly,14,02:20.86
Female,16,50m Backstroke,14,00:30.80
Female,16,100m Backstroke,14,01:06.11
Female,16,200m Backstroke,14,02:21.69
Female,16,200m Individual Medley,14,02:23.49
Female,16,400m Individual Medley,14,05:04.24
Female,16,50m Freestyle,13,00:27.52
Female,16,100m Freestyle,13,00:59.78
Female,16,200m Freestyle,13,02:08.77
Female,16,400m Freestyle,13,04:31.70
Female,16,800m Freestyle,13,09:18.39
Female,16,1500m Freestyle,13,17:51.96
Female,16,50m Butterfly,13,00:28.99
Female,16,100m Butterfly,13,01:04.50
Female,16,200m Butterfly,13,02:22.86
Female,16,50m Backstroke,13,00:31.24
Female,16,100m Backstroke,13,01:07.05
Female,16,200m Backstroke,13,02:23.70
Female,16,200m Individual Medley,13,02:25.52
Female,16,400m Individual Medley,13,05:08.55
Female,16,50m Freestyle,12,00:27.90
Female,16,100m Freestyle,12,01:00.61
Female,16,200m Freestyle,12,02:10.57
Female,16,400m Freestyle,12,04:35.49
Female,16,800m Freestyle,12,09:26.18
Female,16,1500m Freestyle,12,18:06.92
Female,16,50m Butterfly,12,00:29.40
Female,16,100m Butterfly,12,01:05.40
Female,16,200m Butterfly,12,02:24.85
Female,16,50m Backstroke,12,00:31.68
Female,16,100m Backstroke,12,01:07.98
Female,16,200m Backstroke,12,02:25.70
Female,16,200m Individual Medley,12,02:27.55
Female,16,400m Individual Medley,12,05:12.85
Female,16,50m Freestyle,11,00:28.29
Female,16,100m Freestyle,11,01:01.45
Female,16,200m Freestyle,11,02:12.37
Female,16,400m Freestyle,11,04:39.28
Female,16,800m Freestyle,11,09:33.97
Female,16,1500m Freestyle,11,18:21.87
Female,16,50m Butterfly,11,00:29.80
Female,16,100m Butterfly,11,01:06.30
Female,16,200m Butterfly,11,02:26.84
Female,16,50m Backstroke,11,00:32.11
Female,16,100m Backstroke,11,01:08.92
Female,16,200m Backstroke,11,02:27.71
Female,16,200m Individual Medley,11,02:29.58
Female,16,400m Individual Medley,11,05:17.16
Female,16,50m Freestyle,10,00:28.67
Female,16,100m Freestyle,10,01:02.28
Female,16,200m Freestyle,10,02:14.16
Female,16,400m Freestyle,10,04:43.07
Female,16,800m Freestyle,10,09:41.76
Female,16,1500m Freestyle,10,18:36.83
Female,16,50m Butterfly,10,00:30.21
Female,16,100m Butterfly,10,01:07.20
Female,16,200m Butterfly,10,02:28.84
Female,16,50m Backstroke,10,00:32.55
Female,16,100m Backstroke,10,01:09.85
Female,16,200m Backstroke,10,02:29.71
Female,16,200m Individual Medley,10,02:31.61
Female,16,400m Individual Medley,10,05:21.46
Female,16,50m Freestyle,9,00:29.06
Female,16,100m Freestyle,9,01:03.12
Female,16,200m Freestyle,9,02:15.96
Female,16,400m Freestyle,9,04:46.86
Female,16,800m Freestyle,9,09:49.55
Female,16,1500m Freestyle,9,18:51.79
Female,16,50m Butterfly,9,00:30.61
Female,16,100m Butterfly,9,01:08.10
Female,16,200m Butterfly,9,02:30.83
Female,16,50m Backstroke,9,00:32.98
Female,16,100m Backstroke,9,01:10.79
Female,16,200m Backstroke,9,02:31.72
Female,16,200m Individual Medley,9,02:33.64
Female,16,400m Individual Medley,9,05:25.77
Female,16,50m Freestyle,8,00:29.44
Female,16,100m Freestyle,8,01:03.95
Female,16,200m Freestyle,8,02:17.76
Female,16,400m Freestyle,8,04:50.65
Female,16,800m Freestyle,8,09:57.34
Female,16,1500m Freestyle,8,19:06.75
Female,16,50m Butterfly,8,00:31.02
Female,16,100m Butterfly,8,01:09.00
Female,16,200m Butterfly,8,02:32.82
Female,16,50m Backstroke,8,00:33.42
Female,16,100m Backstroke,8,01:11.73
Female,16,200m Backstroke,8,02:33.72
Female,16,200m Individual Medley,8,02:35.68
Female,16,400m Individual Medley,8,05:30.07
Female,16,50m Freestyle,7,00:29.82
Female,16,100m Freestyle,7,01:04.79
Female,16,200m Freestyle,7,02:19.56
Female,16,400m Freestyle,7,04:54.44
Female,16,800m Freestyle,7,10:05.14
Female,16,1500m Freestyle,7,19:21.70
Female,16,50m Butterfly,7,00:31.42
Female,16,100m Butterfly,7,01:09.90
Female,16,200m Butterfly,7,02:34.82
Female,16,50m Backstroke,7,00:33.85
Female,16,100m Backstroke,7,01:12.66
Female,16,200m Backstroke,7,02:35.73
Female,16,200m Individual Medley,7,02:37.71
Female,16,400m Individual Medley,7,05:34.38
Female,16,50m Freestyle,6,00:30.21
Female,16,100m Freestyle,6,01:05.62
Female,16,200m Freestyle,6,02:21.35
Female,16,400m Freestyle,6,04:58.23
Female,16,800m Freestyle,6,10:12.93
Female,16,1500m Freestyle,6,19:36.66
Female,16,50m Butterfly,6,00:31.82
Female,16,100m Butterfly,6,01:10.80
Female,16,200m Butterfly,6,02:36.81
Female,16,50m Backstroke,6,00:34.29
Female,16,100m Backstroke,6,01:13.60
Female,16,200m Backstroke,6,02:37.73
Female,16,200m Individual Medley,6,02:39.74
Female,16,400m Individual Medley,6,05:38.68
Female,16,50m Freestyle,5,00:30.59
Female,16,100m Freestyle,5,01:06.45
Female,16,200m Freestyle,5,02:23.15
Female,16,400m Freestyle,5,05:02.02
Female,16,800m Freestyle,5,10:20.72
Female,16,1500m Freestyle,5,19:51.62
Female,16,50m Butterfly,5,00:32.23
Female,16,100m Butterfly,5,01:11.70
Female,16,200m Butterfly,5,02:38.80
Female,16,50m Backstroke,5,00:34.73
Female,16,100m Backstroke,5,01:14.53
Female,16,200m Backstroke,5,02:39.74
Female,16,200m Individual Medley,5,02:41.77
Female,16,400m Individual Medley,5,05:42.99
Female,16,50m Freestyle,4,00:30.98
Female,16,100m Freestyle,4,01:07.29
Female,16,200m Freestyle,4,02:24.95
Female,16,400m Freestyle,4,05:05.82
Female,16,800m Freestyle,4,10:28.51
Female,16,1500m Freestyle,4,20:06.58
Female,16,50m Butterfly,4,00:32.63
Female,16,100m Butterfly,4,01:12.60
Female,16,200m Butterfly,4,02:40.80
Female,16,50m Backstroke,4,00:35.16
Female,16,100m Backstroke,4,01:15.47
Female,16,200m Backstroke,4,02:41.74
Female,16,200m Individual Medley,4,02:43.80
Female,16,400m Individual Medley,4,05:47.29
Female,16,50m Freestyle,3,00:31.36
Female,16,100m Freestyle,3,01:08.12
Female,16,200m Freestyle,3,02:26.74
Female,16,400m Freestyle,3,05:09.61
Female,16,800m Freestyle,3,10:36.30
Female,16,1500m Freestyle,3,20:21.53
Female,16,50m Butterfly,3,00:33.04
Female,16,100m Butterfly,3,01:13.50
Female,16,200m Butterfly,3,02:42.79
Female,16,50m Backstroke,3,00:35.60
Female,16,100m Backstroke,3,01:16.40
Female,16,200m Backstroke,3,02:43.75
Female,16,200m Individual Medley,3,02:45.83
Female,16,400m Individual Medley,3,05:51.60
Female,16,50m Freestyle,2,00:31.74
Female,16,100m Freestyle,2,01:08.96
Female,16,200m Freestyle,2,02:28.54
Female,16,400m Freestyle,2,05:13.40
Female,16,800m Freestyle,2,10:44.09
Female,16,1500m Freestyle,2,20:36.49
Female,16,50m Butterfly,2,00:33.44
Female,16,100m Butterfly,2,01:14.40
Female,16,200m Butterfly,2,02:44.78
Female,16,50m Backstroke,2,00:36.03
Female,16,100m Backstroke,2,01:17.34
Female,16,200m Backstroke,2,02:45.75
Female,16,200m Individual Medley,2,02:47.86
Female,16,400m Individual Medley,2,05:55.90
Female,16,50m Freestyle,1,00:32.13
Female,16,100m Freestyle,1,01:09.79
Female,16,200m Freestyle,1,02:30.34
Female,16,400m Freestyle,1,05:17.19
Female,16,800m Freestyle,1,10:51.88
Female,16,1500m Freestyle,1,20:51.45
Female,16,50m Butterfly,1,00:33.85
Female,16,100m Butterfly,1,01:15.30
Female,16,200m Butterfly,1,02:46.78
Female,16,50m Backstroke,1,00:36.47
Female,16,100m Backstroke,1,01:18.27
Female,16,200m Backstroke,1,02:47.76
Female,16,200m Individual Medley,1,02:49.89
Female,16,400m Individual Medley,1,06:00.21
Female,17,50m Freestyle,20,00:24.71
Female,17,100m Freestyle,20,00:53.67
Female,17,200m Freestyle,20,01:55.44
Female,17,400m Freestyle,20,04:04.38
Female,17,800m Freestyle,20,08:22.63
Female,17,1500m Freestyle,20,15:55.45
Female,17,50m Butterfly,20,00:25.90
Female,17,100m Butterfly,20,00:57.91
Female,17,200m Butterfly,20,02:08.04
Female,17,50m Backstroke,20,00:27.83
Female,17,100m Backstroke,20,00:59.89
Female,17,200m Backstroke,20,02:08.85
Female,17,200m Individual Medley,20,02:10.43
Female,17,400m Individual Medley,20,04:37.28
Female,17,50m Freestyle,19,00:25.09
Female,17,100m Freestyle,19,00:54.50
Female,17,200m Freestyle,19,01:57.22
Female,17,400m Freestyle,19,04:08.16
Female,17,800m Freestyle,19,08:30.41
Female,17,1500m Freestyle,19,16:10.23
Female,17,50m Butterfly,19,00:26.30
Female,17,100m Butterfly,19,00:58.80
Female,17,200m Butterfly,19,02:10.02
Female,17,50m Backstroke,19,00:28.26
Female,17,100m Backstroke,19,01:00.81
Female,17,200m Backstroke,19,02:10.85
Female,17,200m Individual Medley,19,02:12.44
Female,17,400m Individual Medley,19,04:41.57
Female,17,50m Freestyle,18,00:25.47
Female,17,100m Freestyle,18,00:55.33
Female,17,200m Freestyle,18,01:59.01
Female,17,400m Freestyle,18,04:11.94
Female,17,800m Freestyle,18,08:38.18
Female,17,1500m Freestyle,18,16:25.00
Female,17,50m Breaststroke,18,00:31.93
Female,17,100m Breaststroke,18,01:09.40
Female,17,200m Breaststroke,18,02:28.50
Female,17,50m Butterfly,18,00:26.70
Female,17,100m Butterfly,18,00:59.70
Female,17,200m Butterfly,18,02:12.00
Female,17,50m Backstroke,18,00:28.69
Female,17,100m Backstroke,18,01:01.74
Female,17,200m Backstroke,18,02:12.84
Female,17,200m Individual Medley,18,02:14.46
Female,17,400m Individual Medley,18,04:45.86
Female,17,50m Freestyle,17,00:25.85
Female,17,100m Freestyle,17,00:56.16
Female,17,200m Freestyle,17,02:00.80
Female,17,400m Freestyle,17,04:15.72
Female,17,800m Freestyle,17,08:45.95
Female,17,1500m Freestyle,17,16:39.78
Female,17,50m Butterfly,17,00:27.10
Female,17,100m Butterfly,17,01:00.60
Female,17,200m Butterfly,17,02:13.98
Female,17,50m Backstroke,17,00:29.12
Female,17,100m Backstroke,17,01:02.67
Female,17,200m Backstroke,17,02:14.83
Female,17,200m Individual Medley,17,02:16.48
Female,17,400m Individual Medley,17,04:50.15
Female,17,50m Freestyle,16,00:26.23
Female,17,100m Freestyle,16,00:56.99
Female,17,200m Freestyle,16,02:02.58
Female,17,400m Freestyle,16,04:19.50
Female,17,800m Freestyle,16,08:53.73
Female,17,1500m Freestyle,16,16:54.55
Female,17,50m Butterfly,16,00:27.50
Female,17,100m Butterfly,16,01:01.49
Female,17,200m Butterfly,16,02:15.96
Female,17,50m Backstroke,16,00:29.55
Female,17,100m Backstroke,16,01:03.59
Female,17,200m Backstroke,16,02:16.83
Female,17,200m Individual Medley,16,02:18.49
Female,17,400m Individual Medley,16,04:54.44
Female,17,50m Freestyle,15,00:26.62
Female,17,100m Freestyle,15,00:57.82
Female,17,200m Freestyle,15,02:04.37
Female,17,400m Freestyle,15,04:23.28
Female,17,800m Freestyle,15,09:01.50
Female,17,1500m Freestyle,15,17:09.33
Female,17,50m Butterfly,15,00:27.90
Female,17,100m Butterfly,15,01:02.39
Female,17,200m Butterfly,15,02:17.94
Female,17,50m Backstroke,15,00:29.98
Female,17,100m Backstroke,15,01:04.52
Female,17,200m Backstroke,15,02:18.82
Female,17,200m Individual Medley,15,02:20.51
Female,17,400m Individual Medley,15,04:58.72
Female,17,50m Freestyle,14,00:27.00
Female,17,100m Freestyle,14,00:58.65
Female,17,200m Freestyle,14,02:06.15
Female,17,400m Freestyle,14,04:27.06
Female,17,800m Freestyle,14,09:09.27
Female,17,1500m Freestyle,14,17:24.10
Female,17,50m Butterfly,14,00:28.30
Female,17,100m Butterfly,14,01:03.28
Female,17,200m Butterfly,14,02:19.92
Female,17,50m Backstroke,14,00:30.41
Female,17,100m Backstroke,14,01:05.44
Female,17,200m Backstroke,14,02:20.81
Female,17,200m Individual Medley,14,02:22.53
Female,17,400m Individual Medley,14,05:03.01
Female,17,50m Freestyle,13,00:27.38
Female,17,100m Freestyle,13,00:59.48
Female,17,200m Freestyle,13,02:07.94
Female,17,400m Freestyle,13,04:30.84
Female,17,800m Freestyle,13,09:17.04
Female,17,1500m Freestyle,13,17:38.88
Female,17,50m Butterfly,13,00:28.70
Female,17,100m Butterfly,13,01:04.18
Female,17,200m Butterfly,13,02:21.90
Female,17,50m Backstroke,13,00:30.84
Female,17,100m Backstroke,13,01:06.37
Female,17,200m Backstroke,13,02:22.80
Female,17,200m Individual Medley,13,02:24.54
Female,17,400m Individual Medley,13,05:07.30
Female,17,50m Freestyle,12,00:27.76
Female,17,100m Freestyle,12,01:00.31
Female,17,200m Freestyle,12,02:09.72
Female,17,400m Freestyle,12,04:34.61
Female,17,800m Freestyle,12,09:24.82
Female,17,1500m Freestyle,12,17:53.65
Female,17,50m Butterfly,12,00:29.10
Female,17,100m Butterfly,12,01:05.07
Female,17,200m Butterfly,12,02:23.88
Female,17,50m Backstroke,12,00:31.27
Female,17,100m Backstroke,12,01:07.30
Female,17,200m Backstroke,12,02:24.80
Female,17,200m Individual Medley,12,02:26.56
Female,17,400m Individual Medley,12,05:11.59
Female,17,50m Freestyle,11,00:28.14
Female,17,100m Freestyle,11,01:01.14
Female,17,200m Freestyle,11,02:11.51
Female,17,400m Freestyle,11,04:38.39
Female,17,800m Freestyle,11,09:32.59
Female,17,1500m Freestyle,11,18:08.43
Female,17,50m Butterfly,11,00:29.50
Female,17,100m Butterfly,11,01:05.97
Female,17,200m Butterfly,11,02:25.86
Female,17,50m Backstroke,11,00:31.70
Female,17,100m Backstroke,11,01:08.22
Female,17,200m Backstroke,11,02:26.79
Female,17,200m Individual Medley,11,02:28.58
Female,17,400m Individual Medley,11,05:15.88
Female,17,50m Freestyle,10,00:28.53
Female,17,100m Freestyle,10,01:01.97
Female,17,200m Freestyle,10,02:13.29
Female,17,400m Freestyle,10,04:42.17
Female,17,800m Freestyle,10,09:40.36
Female,17,1500m Freestyle,10,18:23.20
Female,17,50m Butterfly,10,00:29.90
Female,17,100m Butterfly,10,01:06.86
Female,17,200m Butterfly,10,02:27.84
Female,17,50m Backstroke,10,00:32.13
Female,17,100m Backstroke,10,01:09.15
Female,17,200m Backstroke,10,02:28.78
Female,17,200m Individual Medley,10,02:30.60
Female,17,400m Individual Medley,10,05:20.16
Female,17,50m Freestyle,9,00:28.91
Female,17,100m Freestyle,9,01:02.80
Female,17,200m Freestyle,9,02:15.08
Female,17,400m Freestyle,9,04:45.95
Female,17,800m Freestyle,9,09:48.13
Female,17,1500m Freestyle,9,18:37.98
Female,17,50m Butterfly,9,00:30.30
Female,17,100m Butterfly,9,01:07.76
Female,17,200m Butterfly,9,02:29.82
Female,17,50m Backstroke,9,00:32.56
Female,17,100m Backstroke,9,01:10.07
Female,17,200m Backstroke,9,02:30.77
Female,17,200m Individual Medley,9,02:32.61
Female,17,400m Individual Medley,9,05:24.45
Female,17,50m Freestyle,8,00:29.29
Female,17,100m Freestyle,8,01:03.63
Female,17,200m Freestyle,8,02:16.86
Female,17,400m Freestyle,8,04:49.73
Female,17,800m Freestyle,8,09:55.91
Female,17,1500m Freestyle,8,18:52.75
Female,17,50m Butterfly,8,00:30.71
Female,17,100m Butterfly,8,01:08.65
Female,17,200m Butterfly,8,02:31.80
Female,17,50m Backstroke,8,00:32.99
Female,17,100m Backstroke,8,01:11.00
Female,17,200m Backstroke,8,02:32.77
Female,17,200m Individual Medley,8,02:34.63
Female,17,400m Individual Medley,8,05:28.74
Female,17,50m Freestyle,7,00:29.67
Female,17,100m Freestyle,7,01:04.46
Female,17,200m Freestyle,7,02:18.65
